SIRET,Enseigne,Commune étab.,Existe déjà sur le refeEngagemet,source dans le refeEngagement,Action dev à faire sur ReferentielEngagementEntreprise
32573091900033,SA POLYCLINIQUE DU SIDOBRE,CASTRES,32573091900033,"[""france-travail""]",Rien à faire 
59582020000011,SA REGIONALE HLM L C LOGEMENT,BLOIS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
33868581100030,SA SUD AUTO,CASTRES,33868581100030,"[""france-travail""]",Rien à faire 
93575077800067,SA THERMES DE BOURBON L ARCHAMBAULT,CRANSAC LES THERMES,93575077800067,"[""france-travail""]",Rien à faire 
75371076300016,SAAM INDUSTRIES,ST ELOY LES MINES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
58575081300040,SABAROT WASSNER,CHASPUZAC,58575081300040,"[""france-travail""]",Rien à faire 
77565238100796,SAESAT LA FERTE,LA FERTE BERNARD,77565238100796,"[""france-travail""]",Rien à faire 
77567869100590,SAFE VITRY,IVRY SUR SEINE,77567869100590,"[""france-travail""]",Rien à faire 
8552019500109,SAFRA,ALBI,8552019500109,"[""france-travail""]",Rien à faire 
83435320300013,SAFRA AUTOMOBILE,ALBI,83435320300013,"[""france-travail""]",Rien à faire 
56208290901190,SAFRAN,PARIS,56208290901190,"[""france-travail""]",Rien à faire 
48010791100459,SAFRAN ELECTRONICS & DEFENSE,AUXERRE,48010791100459,"[""france-travail""]",Rien à faire 
44317723300030,SAFRAN SED,ST OUEN L AUMONE,44317723300030,"[""france-travail""]",Rien à faire 
53259641800022,SAGE S RAIL,ST SULPICE LA POINTE,53259641800022,"[""france-travail""]",Rien à faire 
34225363000012,SAINT ASTIER DISTRIBUTION,ST ASTIER,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
84344417500023,SAINT BLAISE,AUDRUICQ,84344417500023,"[""france-travail""]",Rien à faire 
40940983600015,SAINT BRICE DRIVE,ST BRICE COURCELLES,40940983600015,"[""france-travail""]",Rien à faire 
32532986000010,SAINT CHAMOND DISTRIBUTION,ST CHAMOND,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
39197392200019,SAINT GENIS DRIVE,CORMONTREUIL,39197392200019,"[""france-travail""]",Rien à faire 
47050094302023,SAINT MACLOU,ST ALBAN LEYSSE,47050094302023,"[""france-travail""]",Rien à faire 
30258846200200,SAIPEM SA,MONTIGNY LE BRETONNEUX,30258846200200,"[""france-travail""]",Rien à faire 
87791399600014,SAJARE,ST PIERRE DES CORPS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
80393964400024,SALAISE OUTILLAGE,SALAISE SUR SANNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
33974404700079,SALINES,GRIMAUD,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
40365007000010,SALON MERCET,VESOUL,40365007000010,"[""france-travail""]",Rien à faire 
32397357800038,SAM BUREAUTIQUE,LA POSSESSION,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
33800223100060,SAM OUTILLAGE,ST ETIENNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
79443500800014,SAM'AIDE,MAYENNE,79443500800014,"[""france-travail""]",Rien à faire 
44307514800025,SAMSAH,FORT DE FRANCE,44307514800025,"[""france-travail""]",Rien à faire 
77568873212652,SAMSAH 24,TRELISSAC,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
77565238100960,SAMSAH LE MANS METROPOLE,LE MANS,77565238100960,"[""france-travail""]",Rien à faire 
79158149900021,SAMSIC APMR PACA,NICE CEDEX 3,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
42868535801112,SAMSIC FACILITY BREST,GUIPAVAS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
42868535801286,SAMSIC II,MONS EN BAROEUL,42868535801286,"[""france-travail""]",Rien à faire 
42868535801245,SAMSIC II,MONTPELLIER,42868535801245,"[""france-travail""]",Rien à faire 
42868535801617,SAMSIC II,VERRIERES EN ANJOU,42868535801617,"[""france-travail""]",Rien à faire 
42868535800072,SAMSIC PROPRETE,VILLENEUVE D ASCQ,42868535800072,"[""france-travail""]",Rien à faire 
44031910100323,SAMSIC SECURITE,LESQUIN,44031910100323,"[""france-travail""]",Rien à faire 
31942731601122,SANDRO ANDY,PARIS,31942731601122,"[""france-travail""]",Rien à faire 
44918725100011,SANS FACON,MORCENX LA NOUVELLE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
50405450300017,SANTA FE,JURANCON,50405450300017,"[""france-travail""]",Rien à faire 
78625524000065,SANTE AU TRAVAIL EN MAYENNE,LAVAL,78625524000065,"[""france-travail""]",Rien à faire 
91240324300021,SAP EXPANSION,LE MANS,91240324300021,"[""france-travail""]",Rien à faire 
35017920600049,SAPF,FOUESNANT,35017920600049,"[""france-travail""]",Rien à faire 
33009650400247,SAPH,BIOT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
34290436400052,SAPRENA,BOUAYE,34290436400052,"[""france-travail""]",Rien à faire 
34290436400078,SAPRENA,ORVAULT,34290436400078,"[""france-travail""]",Rien à faire 
49802096500121,SAR LOMAELLE,VESTRIC ET CANDIAC,49802096500121,"[""france-travail""]",Rien à faire 
69201496200025,SARA,LE LAMENTIN,69201496200025,"[""france-travail""]",Rien à faire 
53048970700048,SARL ADOM72,MONTVAL SUR LOIR,53048970700048,"[""france-travail""]",Rien à faire 
50210200700049,SARL AG,ALBI,50210200700049,"[""france-travail""]",Rien à faire 
75288357900019,SARL ALQUIER AUTOMOBILE,TANUS,75288357900019,"[""france-travail""]",Rien à faire 
52884433500018,SARL ARRAZAT DIDIER ET FILS,MONTBAZENS,52884433500018,"[""france-travail""]",Rien à faire 
41856325000012,SARL ASPEN,SENS,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
75243968700050,SARL BABY TSAR,ALBI,75243968700050,"[""france-travail""]",Rien à faire 
79095899500017,SARL BEL,PARIS,79095899500017,"[""france-travail""]",Rien à faire 
42885446700084,SARL CASE A PAIN,REIMS,42885446700084,"[""france-travail""]",Rien à faire 
38162296800034,SARL CHABOT DELRIEU ASSOCIES,NARBONNE,38162296800034,"[""france-travail""]",Rien à faire 
89077079500015,SARL CHASTANET JDCL,COEUR DE CAUSSE,89077079500015,"[""france-travail""]",Rien à faire 
51167173700027,SARL EASE,ARCY STE RESTITUE,51167173700027,"[""france-travail""]",Rien à faire 
51167173700043,SARL EASE,VILLENEUVE ST GERMAIN,51167173700043,"[""france-travail""]",Rien à faire 
51167173700050,SARL EASE,BOULOGNE SUR MER,51167173700050,"[""france-travail""]",Rien à faire 
50177794000039,SARL ECO ENERGIE CONCEPT,COGNAC,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
34790023500032,SARL ENTREPRISE ADAPTEE LA FEUILLADE,LIMOGES,34790023500032,"[""france-travail""]",Rien à faire 
34421258400033,SARL ETABL BOUCHARENC,ST CHELY D APCHER,34421258400033,"[""france-travail""]",Rien à faire 
38337183800012,SARL ETS PELTIER,CHAILLAND,38337183800012,"[""france-travail""]",Rien à faire 
34301170600029,SARL FEMIL,LOMBERS,34301170600029,"[""france-travail""]",Rien à faire 
87814977200013,SARL GEORGIE,ST SULPICE LA POINTE,87814977200013,"[""lba"",""france-travail""]",Rien à faire 
39864335300038,SARL HB CENTRE,ANGERS,39864335300038,"[""france-travail""]",Rien à faire 
39179787500013,SARL HYDRAULIQUE MECANIQUE SERVICE,BOUZINCOURT,39179787500013,"[""france-travail""]",Rien à faire 
42865899100024,SARL JULIE,VALS PRES LE PUY,42865899100024,"[""france-travail""]",Rien à faire 
47752618000013,SARL LA TABLE DU PECHEUR,ANCENIS ST GEREON,47752618000013,"[""france-travail""]",Rien à faire 
40325519300035,SARL LAGORCE ET FILS,VILLETOUREIX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
32632884600018,SARL LETANG,CHAUNY,32632884600018,"[""france-travail""]",Rien à faire 
42361789300015,SARL MANHATTAN,MARCIGNY,42361789300015,"[""france-travail""]",Rien à faire 
40091134300046,SARL MARCHAIS IMMOBILIER,PRADES,40091134300046,"[""france-travail""]",Rien à faire 
39787454600039,SARL MICHEL BULTHEEL,ROUBAIX,39787454600039,"[""france-travail""]",Rien à faire 
81014876700017,SARL MMB,CHOISY LE ROI,81014876700017,"[""france-travail""]",Rien à faire 
80201963800013,SARL MOULIN OLTREMONTI,LINGUIZZETTA,80201963800013,"[""france-travail""]",Rien à faire 
48361655300028,SARL NEWCO,MOISSAC,48361655300028,"[""france-travail""]",Rien à faire 
49819642700021,SARL O2 CHAMBERY,LA RAVOIRE,49819642700021,"[""france-travail""]",Rien à faire 
78953274400024,SARL O2 LE MANS NORD,LE MANS,78953274400024,"[""france-travail""]",Rien à faire 
79104970300022,SARL O2 PRO,LE MANS,79104970300022,"[""france-travail""]",Rien à faire 
49128266100025,SARL O2 REIMS,REIMS,49128266100025,"[""lba"",""france-travail""]",Rien à faire 
38465524700029,SARL POLYMAT,FURIANI,38465524700029,"[""france-travail""]",Rien à faire 
41762141400016,SARL SAMI NETTOYAGE,CASTRES,41762141400016,"[""france-travail""]",Rien à faire 
32506104200025,SARL SATCOMS,ROEUX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
82463758100011,SARL SAUVAGE,ST PAUL,82463758100011,"[""lba"",""france-travail""]",Rien à faire 
38180266900063,SARL SERVERO,ST AUNES,38180266900063,"[""france-travail""]",Rien à faire 
53818601600019,SARL SN LES CARILLONS,CRANSAC LES THERMES,53818601600019,"[""france-travail""]",Rien à faire 
34237785000033,SARL SORENET,LE PORT,34237785000033,"[""france-travail""]",Rien à faire 
39823663800027,SARL SOS MOQUETTES,SAN MARTINO DI LOTA,39823663800027,"[""france-travail""]",Rien à faire 
44816034100013,SARL SUBILEAU,ANCENIS CEDEX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
53301767900028,SARL TOURLIER,DECIZE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
32853807900026,SAS AMBULANCES FAVIER,CHARLY SUR MARNE,32853807900026,"[""france-travail""]",Rien à faire 
95394567200020,SAS AQUAGRIMPE,MILLAU,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
79198804100020,SAS ATELIERS DU PAIN 81,MONTANS,79198804100020,"[""france-travail""]",Rien à faire 
84411666500028,SAS AUBERGE DES AIGUILLES,VALDERIES,84411666500028,"[""france-travail""]",Rien à faire 
39845826500012,SAS AUBERGE DES ARCADES,CASTELNAU DE MONTMIRAL,39845826500012,"[""france-travail""]",Rien à faire 
39384051700014,SAS BIGOT JEAN-PHILIPPE HORTICULTURE,ALLONNES,39384051700014,"[""france-travail""]",Rien à faire 
49387209700032,SAS BROUSSY ENERGIES,MAYRAN,49387209700032,"[""france-travail""]",Rien à faire 
45048420900025,SAS CAMPOURCY,CASTELSARRASIN,45048420900025,"[""france-travail""]",Rien à faire 
44500574700024,SAS CLER VERTS,VILLEFRANCHE DE LAURAGAIS,44500574700024,"[""france-travail""]",Rien à faire 
80046537900025,SAS EA LM HIRTZENSTEIN,WATTWILLER,80046537900025,"[""france-travail""]",Rien à faire 
92269992100016,SAS EAPB 76,CANTELEU,92269992100016,"[""france-travail""]",Rien à faire 
43475014700028,SAS FRIGNIDIS,FRIGNICOURT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38840008700010,SAS FROMAGERIE LE PIC,PENNE,38840008700010,"[""france-travail""]",Rien à faire 
34396773300118,SAS GOUIRAN,MONTPELLIER,34396773300118,"[""france-travail""]",Rien à faire 
51157508600018,SAS HANDINATURE,ST PAULIEN,51157508600018,"[""france-travail""]",Rien à faire 
80793996200021,SAS HOTEL FRANKLIN MONTREUIL,MONTREUIL,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
89020566900017,SAS IDF MOUV,PARIS,89020566900017,"[""france-travail""]",Rien à faire 
92435983900017,SAS INSERTION.,ST ANDRE LEZ LILLE,92435983900017,"[""france-travail""]",Rien à faire 
43245211800040,SAS JEAN GOYTY,BAYONNE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
45404219300028,SAS JEAN TEIXEIRA,USSAC,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
50926542700047,SAS LE RELAIS STIERKOPF ENVIRONNEMENT,MOLSHEIM,50926542700047,"[""france-travail""]",Rien à faire 
84477138600019,SAS LES FERMES DE CHASSAGNE,VILLEFAGNAN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
71692058200013,SAS LIBRAIRIE COULIER,CASTRES,71692058200013,"[""france-travail""]",Rien à faire 
95116959800012,SAS VERTEX EA,LAVELANET,95116959800012,"[""france-travail""]",Rien à faire 
78937919500041,SAS VETOCCITAN,ALBI,78937919500041,"[""france-travail""]",Rien à faire 
48176032000012,SASU GARAGE DE L'AVENUE,CASTRES,48176032000012,"[""france-travail""]",Rien à faire 
82438447300016,SATCOMS ENERGIE,ROEUX,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
41083750400027,SATIF'HAIR,MILLAU,41083750400027,"[""france-travail""]",Rien à faire 
38093219400067,SATURNE SERVICES,TAVERNY,38093219400067,"[""france-travail""]",Rien à faire 
33937998405975,SAUR,ISSY LES MOULINEAUX,33937998405975,"[""lba""]","Ajouter dans le champ source ""france-travail"" et màj le champ ""Updated At"" "
77570874600687,SAUVEGARDE ENFANCE ADOLESCENCE YVELINE,RAMBOUILLET,77570874600687,"[""france-travail""]",Rien à faire 
47978269000040,SAVA.SEM,FOIX,47978269000040,"[""france-travail""]",Rien à faire 
43467677100091,SAVEURS ET VIE,ORLY,43467677100091,"[""france-travail""]",Rien à faire 
47897787900038,SAVOIR ET COMPETENCES EMPLOI,SAUSHEIM,47897787900038,"[""france-travail""]",Rien à faire 
41035605900023,SAVOURNON,TINQUEUX,41035605900023,"[""france-travail""]",Rien à faire 
77568873209914,SAVS,EPINAL,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
77565238100754,SAVS MONTVAL,MONTVAL SUR LOIR,77565238100754,"[""france-travail""]",Rien à faire 
92247413500014,SAVY,PRIVAS,92247413500014,"[""france-travail""]",Rien à faire 
89797300400012,SBTG VOYAGEURS,ST LEU,89797300400012,"[""france-travail""]",Rien à faire 
28810001900018,SCE DEPARTEMENTAL INCENDIE ET SECOURS,ALBI,28810001900018,"[""france-travail""]",Rien à faire 
34507052800012,SCEA DES VERGERS DE LA MORINIERE,CROSMIERES,34507052800012,"[""france-travail""]",Rien à faire 
95211781000012,SCEA DOMAINE OLTREMONTI,LINGUIZZETTA,95211781000012,"[""france-travail""]",Rien à faire 
50101002900038,SCEANE,LE HAVRE,50101002900038,"[""france-travail""]",Rien à faire 
42110670900593,SCHNEIDER ELECTRIC FRANCE,GRENOBLE,42110670900593,"[""france-travail""]",Rien à faire 
90039634200025,SCI ACMR,PUYLAURENS,90039634200025,"[""france-travail""]",Rien à faire 
35151681000014,SCI DU 71 A RUE DE L ASSOMPTION,PARIS,35151681000014,"[""france-travail""]",Rien à faire 
92000737400019,SCI DU NOUVEAU SIEGE DU BNIC,COGNAC,92000737400019,"[""france-travail""]",Rien à faire 
40231455300015,SCI LES FRERES LUMIERES,VIGNONET,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
95039512900030,SCI PRELEM,LYON,95039512900030,"[""france-travail""]",Rien à faire 
26500145300058,SCIERIE,ST JAMES,26500145300058,"[""france-travail""]",Rien à faire 
87921942600027,SCIERIE DU PARC,MEOBECQ,87921942600027,"[""france-travail""]",Rien à faire 
34411176000056,SCIERIE VIEU SAS,VERDALLE,34411176000056,"[""france-travail""]",Rien à faire 
34415019800010,SCM CABINET MEDICAL BESSIERES,PARIS,34415019800010,"[""france-travail""]",Rien à faire 
39820955100017,SCM CENTRE MEDICAL DE CANTEPAU,ALBI,39820955100017,"[""france-travail""]",Rien à faire 
81283638500011,SCOP CABROL,MAZAMET,81283638500011,"[""france-travail""]",Rien à faire 
44504289800095,SCOP NEA,ST MATHIEU DE TREVIERS,44504289800095,"[""france-travail""]",Rien à faire 
52314744500028,SCOPAD,ST DENIS,52314744500028,"[""france-travail""]",Rien à faire 
47933672900039,SCTE PROPRETE SERVICES,ST PAUL,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
90341414200021,SD78 SERVICES A DOMICILE,RAMBOUILLET,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
28320001200070,SDIS 32,AUCH,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
48438065400018,SE PRESSE ECO,FORT DE FRANCE,48438065400018,"[""france-travail""]",Rien à faire 
38948474200017,SE.D N.A MAISONS ALFORT,MAISONS ALFORT,38948474200017,"[""france-travail""]",Rien à faire 
69201255200034,SECAB,BETTRECHIES,69201255200034,"[""france-travail""]",Rien à faire 
55208131785167,SECRETARIAT GENERAL,PARIS,55208131785167,"[""france-travail""]",Rien à faire 
13002764200011,SECRETARIAT GENERAL COMMUN DEPARTEMENTA,MENDE CEDEX,13002764200011,"[""france-travail""]",Rien à faire 
13002035700013,SECRETARIAT GENERAL POUR L'ADMINISTRATIO,MARSEILLE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
26590248600017,SECTION DU CENTRE COMMUNAL D'ACTION SOCI,DUNKERQUE,26590248600017,"[""france-travail""]",Rien à faire 
26590540600012,SECTION DU CENTRE COMMUNAL D'ACTION SOCI,,26590540600012,"[""france-travail""]",Rien à faire 
40249086600108,SECTOR ALARM,MASSY,40249086600108,"[""france-travail""]",Rien à faire 
34500602701525,SECURITAS DIRECT-AROUNDIO-SECURITAS - DO,MERIGNAC,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
30449785204119,SECURITAS FRANCE SARL,CHALON SUR SAONE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
30449785204127,SECURITAS FRANCE SARL,CHALON SUR SAONE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
34500602701863,SECURITE,LORMONT,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
33824562400030,SECURLITE,LA FERTE BERNARD,33824562400030,"[""france-travail""]",Rien à faire 
78621897400032,SEENOVIA,ST BERTHEVIN,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
79705010100048,SEFIAM,ALBARET STE MARIE,79705010100048,"[""france-travail""]",Rien à faire 
79020284000019,SEGI SERVICE,ECQUEVILLY,79020284000019,"[""france-travail""]",Rien à faire 
44404269100048,SEIKO OPTICAL EUROPE,EMERAINVILLE,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
38933822900047,SEINE ET MARNE EMPLOI HANDICAP,MEAUX,38933822900047,"[""france-travail""]",Rien à faire 
38933822900054,SEINE ET MARNE EMPLOI HANDICAP,NEMOURS,38933822900054,"[""france-travail""]",Rien à faire 
38933822900039,SEINE ET MARNE EMPLOI HANDICAP,DAMMARIE LES LYS,38933822900039,"[""france-travail""]",Rien à faire 
38933822900062,SEINE ET MARNE EMPLOI HANDICAP,TORCY,38933822900062,"[""france-travail""]",Rien à faire 
42109348500017,SEL LABASTIDE,ELOYES,#N/D,#N/D,"Ajouter le SIRET avec le champ Engagement à ""handicap"" et source à ""France-travail"""
79003043100015,SELARL PHARMACIE DE LA MAIRIE,LAVAUR,79003043100015,"[""france-travail""]",Rien à faire 
42460184700017,SELAS PHARMACIE DAUTEZAC,CASTRES,42460184700017,"[""france-travail""]",Rien à faire 
50207219200029,SELAS PHARMACIE DU PONT DE LAMEILHE,CASTRES,50207219200029,"[""france-travail""]",Rien à faire 
